0.0000009928,-0.0000013338,-0.0000002240,0.0000001545,-0.0000019818,-0.0000011583,0.0000009777,-0.0000015380,0.0000013071,0.0000009225,0.0000014632,0.0000004403,-0.0000004998,0.0000018136,-0.0000005345,-0.0000002499,-0.0000016137,0.0000007033,0.0000004684,-0.0000010212,0.0000014737,-0.0000006554,0.0000003627,-0.0000000303,-0.0000004020,-0.0000010493,0.0000016036,-0.0000010689,-0.0000014155,0.0000009587,-0.0000012302,0.0000009650,0.0000000596,-0.0000019292,0.0000005669,0.0000001591,-0.0000016988,-0.0000004179,0.0000016254,-0.0000034201,0.0000002581,0.0000015258,0.0000012759,0.0000005432,-0.0000001160,0.0000008535,0.0000014133,-0.0000014156,0.0000008610,-0.0000005813,0.0000004501,0.0000017170,0.0000002083,0.0000003697,0.0000003579,0.0000016637,0.0000013235,0.0000002719,-0.0000004733,0.0000008680,-0.0000011238,0.0000029791,-0.0000004711,0.0000005464
0.0000322323,-0.0000433017,-0.0000072712,0.0000050174,-0.0000643377,-0.0000376035,0.0000317406,-0.0000499320,0.0000424363,0.0000299506,0.0000475033,0.0000142958,-0.0000162270,0.0000588797,-0.0000173514,-0.0000081125,-0.0000523878,0.0000228326,0.0000152071,-0.0000331543,0.0000478428,-0.0000212790,0.0000117749,-0.0000009833,-0.0000130519,-0.0000340662,0.0000520618,-0.0000347015,-0.0000459532,0.0000311230,-0.0000399378,0.0000313300,0.0000019349,-0.0000626324,0.0000184044,0.0000051639,-0.0000551505,-0.0000135681,0.0000527691,-0.0001110343,0.0000083802,0.0000495338,0.0000414229,0.0000176335,-0.0000037650,0.0000277096,0.0000458820,-0.0000459590,0.0000279522,-0.0000188710,0.0000146110,0.0000557432,0.0000067623,0.0000120021,0.0000116208,0.0000540134,0.0000429673,0.0000088286,-0.0000153645,0.0000281784,-0.0000364857,0.0000967156,-0.0000152944,0.0000177398
0.0000146573,-0.0000196910,-0.0000033065,0.0000022816,-0.0000292570,-0.0000170998,0.0000144337,-0.0000227061,0.0000192975,0.0000136197,0.0000216017,0.0000065009,-0.0000073791,0.0000267750,-0.0000078904,-0.0000036891,-0.0000238228,0.0000103829,0.0000069153,-0.0000150766,0.0000217560,-0.0000096764,0.0000053545,-0.0000004472,-0.0000059352,-0.0000154913,0.0000236746,-0.0000157802,-0.0000208968,0.0000141529,-0.0000181613,0.0000142470,0.0000008799,-0.0000284815,0.0000083692,0.0000023483,-0.0000250791,-0.0000061699,0.0000239962,-0.0000504918,0.0000038108,0.0000225250,0.0000188366,0.0000080186,-0.0000017121,0.0000126007,0.0000208644,-0.0000208994,0.0000127110,-0.0000085814,0.0000066442,0.0000253487,0.0000030751,0.0000054578,0.0000052844,0.0000245621,0.0000195390,0.0000040147,-0.0000069869,0.0000128139,-0.0000165915,0.0000439805,-0.0000069550,0.0000080670
-0.0000012208,0.0000016400,0.0000002754,-0.0000001900,0.0000024367,0.0000014242,-0.0000012022,0.0000018911,-0.0000016072,-0.0000011344,-0.0000017991,-0.0000005414,0.0000006146,-0.0000022300,0.0000006572,0.0000003073,0.0000019841,-0.0000008648,-0.0000005760,0.0000012557,-0.0000018120,0.0000008059,-0.0000004460,0.0000000372,0.0000004943,0.0000012902,-0.0000019718,0.0000013143,0.0000017404,-0.0000011788,0.0000015126,-0.0000011866,-0.0000000733,0.0000023722,-0.0000006971,-0.0000001956,0.0000020888,0.0000005139,-0.0000019986,0.0000042053,-0.0000003174,-0.0000018761,-0.0000015689,-0.0000006679,0.0000001426,-0.0000010495,-0.0000017377,0.0000017407,-0.0000010587,0.0000007147,-0.0000005534,-0.0000021112,-0.0000002561,-0.0000004546,-0.0000004401,-0.0000020457,-0.0000016274,-0.0000003344,0.0000005819,-0.0000010672,0.0000013819,-0.0000036630,0.0000005793,-0.0000006719
0.0000041231,-0.0000055391,-0.0000009301,0.0000006418,-0.0000082300,-0.0000048102,0.0000040602,-0.0000063872,0.0000054284,0.0000038312,0.0000060766,0.0000018287,-0.0000020757,0.0000075318,-0.0000022196,-0.0000010377,-0.0000067014,0.0000029207,0.0000019453,-0.0000042411,0.0000061200,-0.0000027220,0.0000015062,-0.0000001258,-0.0000016696,-0.0000043577,0.0000066597,-0.0000044390,-0.0000058783,0.0000039812,-0.0000051088,0.0000040077,0.0000002475,-0.0000080119,0.0000023543,0.0000006606,-0.0000070548,-0.0000017356,0.0000067502,-0.0000142034,0.0000010720,0.0000063363,0.0000052988,0.0000022556,-0.0000004816,0.0000035446,0.0000058692,-0.0000058790,0.0000035756,-0.0000024139,0.0000018690,0.0000071306,0.0000008650,0.0000015353,0.0000014865,0.0000069093,0.0000054963,0.0000011293,-0.0000019654,0.0000036046,-0.0000046672,0.0000123717,-0.0000019564,0.0000022692
-0.0000187581,0.0000252001,0.0000042316,-0.0000029200,0.0000374424,0.0000218840,-0.0000184720,0.0000290588,-0.0000246965,-0.0000174303,-0.0000276454,-0.0000083197,0.0000094436,-0.0000342660,0.0000100979,0.0000047212,0.0000304879,-0.0000132878,-0.0000088500,0.0000192947,-0.0000278429,0.0000123837,-0.0000068526,0.0000005723,0.0000075958,0.0000198254,-0.0000302983,0.0000201951,0.0000267432,-0.0000181126,0.0000232425,-0.0000182330,-0.0000011260,0.0000364500,-0.0000107108,-0.0000030052,0.0000320957,0.0000078962,-0.0000307098,0.0000646183,-0.0000048770,-0.0000288270,-0.0000241067,-0.0000102621,0.0000021911,-0.0000161261,-0.0000267018,0.0000267466,-0.0000162672,0.0000109823,-0.0000085031,-0.0000324407,-0.0000039354,-0.0000069848,-0.0000067629,-0.0000314340,-0.0000250056,-0.0000051379,0.0000089416,-0.0000163989,0.0000212335,-0.0000562853,0.0000089008,-0.0000103240
-0.0000105880,0.0000142242,0.0000023885,-0.0000016482,0.0000211344,0.0000123524,-0.0000104265,0.0000164022,-0.0000139400,-0.0000098385,-0.0000156044,-0.0000046960,0.0000053304,-0.0000193415,0.0000056998,0.0000026649,0.0000172089,-0.0000075003,-0.0000049954,0.0000108909,-0.0000157159,0.0000069900,-0.0000038680,0.0000003230,0.0000042874,0.0000111904,-0.0000171019,0.0000113991,0.0000150952,-0.0000102236,0.0000131192,-0.0000102916,-0.0000006356,0.0000205742,-0.0000060457,-0.0000016963,0.0000181165,0.0000044570,-0.0000173342,0.0000364738,-0.0000027528,-0.0000162714,-0.0000136071,-0.0000057924,0.0000012368,-0.0000091024,-0.0000150719,0.0000150971,-0.0000091820,0.0000061989,-0.0000047996,-0.0000183112,-0.0000022213,-0.0000039426,-0.0000038173,-0.0000177430,-0.0000141144,-0.0000029001,0.0000050471,-0.0000092564,0.0000119852,-0.0000317702,0.0000050241,-0.0000058274
0.0000169036,-0.0000227087,-0.0000038133,0.0000026313,-0.0000337407,-0.0000197205,0.0000166458,-0.0000261859,0.0000222549,0.0000157070,0.0000249122,0.0000074972,-0.0000085100,0.0000308783,-0.0000090996,-0.0000042544,-0.0000274738,0.0000119741,0.0000079751,-0.0000173872,0.0000250902,-0.0000111594,0.0000061751,-0.0000005157,-0.0000068448,-0.0000178654,0.0000273029,-0.0000181985,-0.0000240993,0.0000163219,-0.0000209446,0.0000164304,0.0000010147,-0.0000328464,0.0000096519,0.0000027081,-0.0000289226,-0.0000071155,0.0000276737,-0.0000582299,0.0000043948,0.0000259771,0.0000217234,0.0000092475,-0.0000019745,0.0000145318,0.0000240620,-0.0000241023,0.0000146590,-0.0000098965,0.0000076625,0.0000292335,0.0000035463,0.0000062943,0.0000060943,0.0000283264,0.0000225334,0.0000046300,-0.0000080576,0.0000147777,-0.0000191343,0.0000507207,-0.0000080209,0.0000093033
0.0000029651,-0.0000039834,-0.0000006689,0.0000004616,-0.0000059186,-0.0000034592,0.0000029199,-0.0000045934,0.0000039038,0.0000027552,0.0000043699,0.0000013151,-0.0000014928,0.0000054165,-0.0000015962,-0.0000007463,-0.0000048193,0.0000021004,0.0000013989,-0.0000030499,0.0000044012,-0.0000019575,0.0000010832,-0.0000000905,-0.0000012007,-0.0000031338,0.0000047893,-0.0000031923,-0.0000042273,0.0000028631,-0.0000036740,0.0000028821,0.0000001780,-0.0000057617,0.0000016931,0.0000004750,-0.0000050734,-0.0000012482,0.0000048543,-0.0000102143,0.0000007709,0.0000045567,0.0000038106,0.0000016221,-0.0000003464,0.0000025491,0.0000042208,-0.0000042279,0.0000025714,-0.0000017360,0.0000013441,0.0000051279,0.0000006221,0.0000011041,0.0000010690,0.0000049688,0.0000039527,0.0000008122,-0.0000014134,0.0000025922,-0.0000033564,0.0000088971,-0.0000014070,0.0000016319
-0.0000025636,0.0000034440,0.0000005783,-0.0000003991,0.0000051172,0.0000029908,-0.0000025245,0.0000039714,-0.0000033752,-0.0000023821,-0.0000037782,-0.0000011370,0.0000012906,-0.0000046830,0.0000013801,0.0000006452,0.0000041667,-0.0000018160,-0.0000012095,0.0000026370,-0.0000038052,0.0000016924,-0.0000009365,0.0000000782,0.0000010381,0.0000027095,-0.0000041408,0.0000027600,0.0000036549,-0.0000024754,0.0000031765,-0.0000024919,-0.0000001539,0.0000049815,-0.0000014638,-0.0000004107,0.0000043864,0.0000010791,-0.0000041970,0.0000088312,-0.0000006665,-0.0000039397,-0.0000032946,-0.0000014025,0.0000002995,-0.0000022039,-0.0000036493,0.0000036554,-0.0000022232,0.0000015009,-0.0000011621,-0.0000044336,-0.0000005378,-0.0000009546,-0.0000009243,-0.0000042960,-0.0000034174,-0.0000007022,0.0000012220,-0.0000022412,0.0000029019,-0.0000076923,0.0000012165,-0.0000014109
-0.0000152133,0.0000204379,0.0000034319,-0.0000023682,0.0000303667,0.0000177484,-0.0000149812,0.0000235673,-0.0000200295,-0.0000141363,-0.0000224210,-0.0000067474,0.0000076590,-0.0000277905,0.0000081896,0.0000038290,0.0000247264,-0.0000107767,-0.0000071776,0.0000156485,-0.0000225812,0.0000100434,-0.0000055576,0.0000004641,0.0000061603,0.0000160788,-0.0000245726,0.0000163787,0.0000216894,-0.0000146897,0.0000188502,-0.0000147874,-0.0000009132,0.0000295617,-0.0000086867,-0.0000024373,0.0000260304,0.0000064040,-0.0000249064,0.0000524069,-0.0000039554,-0.0000233794,-0.0000195511,-0.0000083228,0.0000017770,-0.0000130786,-0.0000216558,0.0000216921,-0.0000131931,0.0000089069,-0.0000068962,-0.0000263101,-0.0000031917,-0.0000056648,-0.0000054849,-0.0000254937,-0.0000202801,-0.0000041670,0.0000072519,-0.0000132999,0.0000172208,-0.0000456486,0.0000072188,-0.0000083730
